username,userid,profile_location,created_at,text,retweet_count,source,coordinates
The Columbian,15079397,"Vancouver, Washington",2023-01-18 01:19:03,AUBURN — Police in Washington state arrested a man Tuesday who is accused of trying to kidnap a barista from a subu… https://t.co/Sqa3f5bUX0,0,SocialNewsDesk,
geesaint,1385758591366295556,"Portland, OR",2023-01-18 01:01:07,@Postalkim1 @48hours There is nothing stating this was an “almost naked coffee place”.,0,Twitter for iPhone,
G g,1585619879268581376,"Portland, OR",2023-01-18 00:34:54,@coffee_anytime Top half is a 3 to 4 bottom half is a 1,0,Twitter for iPhone,
Laura Myers,1535448924017766400,"Portland, OR",2023-01-18 00:30:25,@SabrinaNova1 @imcorinnemec That's awesome.  So I guess since you both have coffee breath you just cancel each othe… https://t.co/OvzaBx5S4U,0,Twitter Web App,
Sprudge,73280005,"Portland, OR",2023-01-18 00:04:39,"New job posted: Unravel Coffee is hiring a Cafe Manager in Denver, Colorado. @GravityHaus @unravelcoffeeco https://t.co/OW9NcN4fsV",0,Twitter Web App,
FOX 12 Oregon,15564045,"Beaverton, OR",2023-01-18 00:04:24,"Police in Auburn, Washington are searching for a man who they say attempted to abduct a barista through the drive-t… https://t.co/OMiPSFaCAA",11,SocialNewsDesk,
Christopher Walsh,53932566,"Portland, OR",2023-01-17 23:57:07,"As I was one of the people in that office who both drank and brewed coffee, I learned how near the end of the workd… https://t.co/5DYwowl8WP",0,Twitter for Android,
Christopher Walsh,53932566,"Portland, OR",2023-01-17 23:49:22,"I didn't finish yesterday's coffee, so I put it in a jar and chilled it overnight so now it's rudimentary cold brew… https://t.co/UtXqzgKD9l",0,Twitter for Android,
vaccines and masks Ⓥ,263342411,"Portland, OR",2023-01-17 23:22:49,@pjviens @mmpadellan Keep trying even if you are repeating the same approach. Be aware of what activities you assoc… https://t.co/sDXcyMpJDl,0,Twitter for iPhone,
G g,1585619879268581376,"Portland, OR",2023-01-17 23:07:42,@patbrody3 @coffee_anytime He’s copping a feel.,0,Twitter for iPhone,
Samhain,1569486640623800321,"Portland, OR",2023-01-17 23:02:52,"@plantwhorror Do what you have to!  While I’m not a dietician, I do know that processed foods and fast food can kil… https://t.co/gW849HTSmj",0,Twitter for iPhone,
michael jordan of hot dog eating,588970731,portland,2023-01-17 22:39:19,"@jp_bse @fuckeduppizzas somebody should do a course that is all movie gangster sideways pistol shit, but dressed in… https://t.co/e9c8H6jEGq",0,Twitter for iPhone,
Swiss Army Wife,1535496801955897344,"Portland, OR",2023-01-17 22:35:37,"I spilled coffee on my @keroseneheights shirt today, which is my own personal 9/11",1,Twitter for iPhone,
olivia,1267639154113777667,"Portland, OR",2023-01-17 21:22:18,why am i shocked every time i buy coffee from trader joe’s and its the worst thing i’ve ever tasted,0,Twitter for iPhone,
KATU News,17994536,"Portland, Oregon",2023-01-17 20:45:00,Auburn police have arrested a man who is accused of attempting to kidnap a barista from a coffee shop early Monday… https://t.co/EZ1ZeyopLJ,7,TweetDeck,
bipolar libra ♎️⚖️,107863587,"Portland, OR",2023-01-17 20:43:58,"@p8stie Hey, thanks for the coffee! I have to go poop now 😀",0,Twitter for iPhone,
106.7 the Eagle,76188971,"Portland, OR",2023-01-17 20:29:56,Doctor Says Coffee On An Empty Stomach Won't Hurt You https://t.co/lZWkqJq7Mn,0,SocialFlow,
Bryce Braden-Lay,1576090698885259264,"Portland, OR",2023-01-17 20:27:52,@coffee_anytime Nope #ProudStoner💚,0,Twitter for iPhone,
Robyn Walsh,756513432917204993,"Portland, OR",2023-01-17 20:23:17,@RockyPocky123 @samanthacavet I feel like you stay up until 5 am without coffee 👀,0,Twitter for iPhone,
heart astrologer,16920909,Portland Oregon,2023-01-17 20:17:02,"Visualize waking up in a room that is white off the beach, the sun beaming onto white cotton sheets, a newspaper ly… https://t.co/WMXbKNoQJi",0,Buffer,
Alistair,397926768,"Portland, Oregon",2023-01-17 20:07:51,"@tautologer morning meditation? morning run? 
~25 to 55 minutes of protected time to do whatever you want? wake up… https://t.co/qLiEb3Jasq",0,Twitter Web App,
Petey X 🌻,60373219,"Portland, OR",2023-01-17 20:06:43,I left the cap on my coffee maker carafe and hence brewed an entire pot of coffee onto my kitchen counter this morn… https://t.co/TIwEcTNiBU,0,Twitter for iPhone,
JennieFromHappyRock☮️She/Her,1219987752239812608,"Gladstone, OR",2023-01-17 19:22:39,"@SagED_UP If I don't drink coffee 
People will die.",0,Twitter for Android,
Chef🍎⚡️🔔 | tD,1293097870535454720,"Portland, OR",2023-01-17 19:20:19,@j4cob_sol GM fam! @Apple we still need our iced coffee emoji!!!,0,Twitter for iPhone,
Arya Snark ⚔,362191885,Portlandia,2023-01-17 19:13:59,"@Gods_So_Belle I love Nespresso coffee, but having to worry about where to get the pods sounds like a hassle.  It's also probably more $$?",0,Twitter Web App,
this ryan,10514062,"Portland, OR",2023-01-17 18:53:29,"@InstantSunrise My first job in NYC:
Cust 1 orders ""regular coffee"": cream + sugar
Cust 2 orders ""regular coffee"":… https://t.co/VXFG4SCvhJ",0,Twitter Web App,
Kev 🔜 Lucii 🔜 Thunderdome ⚡️🔜 Sullivan King,1607815299696558080,"Portland, OR",2023-01-17 18:53:22,"Starting my day off with the LORD OF THE RINGS soundtrack, coffee, and a writing session #writing #WritingCommmunity",0,Twitter for iPhone,
ねこ名前 V ♥️,3597996972,"Portland, OR",2023-01-17 18:42:37,drinking tea instead of coffee for a while to see if the suicidal urges go down. who knows 🤗,0,Twitter Web App,
just an mph in pdx,1175860477273890816,"Portland, OR",2023-01-17 18:42:12,"Coffee Walk (No Coffee, Just Doctors Edition), 2023-01-17
Mt. Scott Medical Clinic
Happy Valley, OR
Routine checkup… https://t.co/Ifs2scEqMU",0,Micro.blog,
Brady,1355275257553149956,"Portland, OR",2023-01-17 18:20:20,That’s bestie!!!! With some nasty coffee https://t.co/I3hf2oqS6H,0,Twitter for iPhone,
Stephen J. Weber,16427456,"Portland, OR",2023-01-17 18:01:32,It's 10AM. Do you know where your coffee is?,0,IFTTT,
KOIN News,18228178,"Portland, Oregon",2023-01-17 17:56:35,Police in Washington are searching for a man who attempted to abduct a barista through the drive-thru window of a c… https://t.co/xkQMPV4YOY,0,SocialFlow,
Kimmy Buckle,785212435871461376,"Fairview, OR",2023-01-17 17:24:54,@Cutterthecaddie @coffee_anytime I was wondering the same thing.,0,Twitter for iPhone,
Sayla,1225236847137132544,"Portland, OR",2023-01-17 17:23:34,"I’m now down to only 8 subscribers. It’s okay, I’ll just buy my own coffee, love!",3,Twitter for iPhone,
Michael Burns,564201039,"Portland, OR",2023-01-17 17:21:47,@mp_hicks Man. I'd love to have a tea/coffee with you if we're ever in the same place at the same time. I'd say we… https://t.co/w8FBDWdHZ7,0,Twitter Web App,
"With Love, From PDX",1602667529624764416,Portland,2023-01-17 17:16:40,"Best of Oregon Gift Box

This box brings together Oregon's most adored brands in one unique gift collection.  Featu… https://t.co/nqGJuciMuf",0,Twitter Web App,
Sprudge,73280005,"Portland, OR",2023-01-17 17:10:37,Is The Coffee Tech Bubble About To Burst? https://t.co/Ly7nYGDKlI https://t.co/4U5HWUUqkA,3,CoSchedule,
Mark Fulop,937752142345003008,"Portland, OR",2023-01-17 17:05:19,Morning Coffee. ☕️ I often feel this conflicted. Why are church members missionaries but not engaged in the very is… https://t.co/F6vDjXZ0b1,0,Twitter for iPhone,
Snow Peak,62125105,"Portland, Oregon",2023-01-17 17:05:05,Upgrade your water bottle or coffee mug. Shop a selection of vessels for your beverage of choice.… https://t.co/etRCVhrQjg,1,Buffer,
Nate Frazier,14641942,"Beaverton, OR",2023-01-17 16:59:32,"I want to get back to why I loved Twitter in the first place. Connecting with new people, and then becoming REAL fr… https://t.co/4C3otUsQQw",0,Twitter for iPhone,
James Fenner,1123712851,"Portland, OR",2023-01-17 16:58:13,I'm going to be in NYC next week for the society of illustrators reception! Would any mutuals there want to grab a… https://t.co/j6D0169IM4,0,Twitter Web App,
Alperen Arslantas,1288235538714169345,"Portland, OR",2023-01-17 16:46:13,"@esaagar I like you, but you’re wrong, my friend. I’d highly suggest you do some search around Turkish Coffee. I be… https://t.co/QFIwdLl3qd",0,Twitter for iPhone,
Trevor | UGC 📍Men’s Creator,816436423050072068,"Portland, OR",2023-01-17 16:37:35,Sharing a morning cup of coffee ☕️ with all my UGC Friends out there!  Keep grinding!  Looking for a male or men’s… https://t.co/qnIPp4ARZY,0,Twitter for iPhone,
Brian McAndrew,1483855657019199488,"Vancouver, WA",2023-01-17 16:06:45,I’ve quit caffeine before but found that I prefer the higher highs and lower lows of a caffeine dependent lifestyle… https://t.co/ucGMEDi7Yh,0,Twitter for iPhone,
i can’t quit the blazers,471494197,"Portland, OR",2023-01-17 15:55:10,IT’S TUESDAY AND WE GOT A LOT TO DO SO HERE COMES THE STRONG COFFEE https://t.co/H220VFRNdu,0,Twitter for iPhone,
Ivy Anne Van Hope (Comedian/Author),1520512959625064448,"Portland, OR",2023-01-17 15:54:59,@stephenRB4 I’ve been up for two hours editing. About to go get some coffee.,0,Twitter for iPad,
Willamette Writers,25135342,"Portland, Oregon",2023-01-17 15:50:11,Don't forget your coffee! Coffee at Your Kitchen Table starts in 10 minutes online! https://t.co/qyZRssHPps,0,Hootsuite Inc.,
Podcast Overlord,3190506385,"portland, or",2023-01-17 15:36:25,Right NOW!  That is.  I really need some coffee ☕,0,Twitter for Android,
🏴‍☠️ApesTogetherStrongDoc 🏴‍☠️,1378443935366848517,,2023-01-17 15:29:44,"Lolol okay u/onethreetombo I spit my coffee out. We’ll done. 🤣

https://t.co/d65kCIv96c",3,Twitter for iPhone,
J Sanchez,1052345167011696640,"Portland, OR",2023-01-17 15:22:09,"Best news, woke up this morning went downstairs and my lady was enjoying a cup of coffee before the kids wake up. M… https://t.co/frY1ce1zes",0,Twitter for iPhone,
miggiepdx,15293062,Portland OR,2023-01-17 15:15:24,"@KMC4wauk Sometimes it's a nice,
normal Wordle. Other times,
something's in their coffee ☕️",0,Twitter for Android,
Matt Boydston 🙏🇺🇦🌻,2685672248,"Vancouver, WA.",2023-01-17 15:03:34,"@dianebutler95 Happy Holiday, Diane! At least the thief left the coffee. 😉",0,Twitter for iPhone,
Sustainable Harvest,17315051,"Portland, Oregon",2023-01-17 15:00:22,"Join us at #LetsTalkCoffee2023 and experience the coffee culture of Copán Ruinas, Honduras, with us! 🇭🇳☕

Register… https://t.co/Sq9y8CAa8g",0,HubSpot,
Matt Boydston 🙏🇺🇦🌻,2685672248,"Vancouver, WA.",2023-01-17 14:56:46,@GeraldineKell16 Now when I run out of coffee I’m going to be afraid….😅,0,Twitter for iPhone,
NorthFreshCoffee Roasters,2888289303,"Portland, OR",2023-01-17 14:46:13,Just posted a photo @ NorthFresh Coffee Roasters https://t.co/FLaJ4MWHih,0,Instagram,
Brittany Reiffer,153197376,"Portland, OR",2023-01-17 14:44:44,"@em1thy One of my friends works at a bikini barista stand. There are tons around here and they make lots in tips, g… https://t.co/dcL8WGmaeX",0,Twitter for iPhone,
FlyingBean Coffee & Tea,75210640,"Tualatin, OR USA",2023-01-17 14:15:33,"January Specials Starting at $13.35
https://t.co/nTYEg9SzJv https://t.co/MsqxIPvuNS",0,Constant Contact - Social Posts,
Chef🍎⚡️🔔 | tD,1293097870535454720,"Portland, OR",2023-01-17 14:14:41,@chillednft Yoooo LFG iced coffee only for me,0,Twitter for iPhone,
adrian montiel,825609640033476611,"Portland, OR",2023-01-17 13:31:14,my goal tomorrow is to wake up at 3:30am so I can go to the gym before work so ian gotta buy morning coffee Lmaooooooo,0,Twitter for iPhone,
Sprudge,73280005,"Portland, OR",2023-01-17 13:00:53,The Sprudge Guide To Coffee In South London https://t.co/lnNaiKYXUP @jameskhansen @blackcowboyc @brownsofse4… https://t.co/J2gIQq5F5h,0,CoSchedule,
Missingtmax,1572663083235155968,"Portland, OR, United States",2023-01-17 12:48:19,What's better than a coffee table book? An entire collection of them as an #NFT! Look out for the #Missingtmax drop… https://t.co/HYQoVrcHem,1,Twitter Web App,
pamela watkins,786940213968850945,"vancouver, wa",2023-01-17 10:08:57,Pondering an unusual request by a local publication.  Write a monthly column citing experiences as a GS USN staffer… https://t.co/s9rqkzdpb9,0,Twitter Web App,
Mike,1479104821,"Portland, OR",2023-01-17 07:27:36,@fasc1nate Irish Coffee FTW,0,Twitter Web App,
Infern0 999,1549546662518919168,"Portland, OR",2023-01-17 07:08:38,@Fayelacio I don’t touch coffee (it gives me anxiety) so it’s all your’s. Enjoy!,0,Twitter for iPhone,
Aimee Sukol ☮🐾🌱🌎🍝📚🎨🍺,957041619735265280,"Portland, OR",2023-01-17 06:25:50,"White ppl will argue against animal rts using Indigenous practices they themselves don't observe, but when I say I… https://t.co/puu4uENR1A",0,Twitter Web App,
just an mph in pdx,1175860477273890816,"Portland, OR",2023-01-17 06:24:31,"Coffee Walk, 2023-01-16
Mt. Scott, Foster Road
Portland, OR https://t.co/ez6l3PP9mZ",0,Micro.blog,
siri sedai,36656861,PDX,2023-01-17 05:32:41,Anyway I have finished my coffee and tomorrow I'm gonna make this my whole family's problem 😌,0,Twitter for Android,
Grahm Doughty,45194052,Portland,2023-01-17 05:20:29,@padehler Maybe this https://t.co/qzrpfbnirB once it comes back in stock or this https://t.co/6pQrzcTuJU,0,Twitter for iPhone,
lynden rook,4754540232,"Portland, OR",2023-01-17 05:05:19,"@ANGELBIITES eggs benedict (your choice lump crab or asparagus) with a house made hollandaise, bottomless mimosas/c… https://t.co/5vdQDIlJBo",0,Twitter for iPhone,
not meow mix customer service👻,977733897705332736,"Portland, OR",2023-01-17 05:04:05,@lisa_iannattone I hulk smashed my shin into my coffee table like 5 minutes ago. F*cking jab!,0,Twitter for iPhone,
❄Langa❄ ❤ 🔧Reki🔧,1499070597380276226,"Portland, OR",2023-01-17 05:01:53,@dabbinbeebs Bitter.  I ran out of creamer but hey coffee is coffee so I'll drink it 😋,0,Twitter for Android,
siri sedai,36656861,PDX,2023-01-17 04:57:58,Anyway I accidentally hyperfocused all day and forgot to drink my coffee so that's my bedtime drink I guess,0,Twitter for Android,
Rod Hillen,24944635,"Portland, OR",2023-01-17 04:52:03,@opinonhaver I would spend the day in coffee houses writing or painting. I  basically don't do those things at all anymore.,0,Twitter for iPhone,
Harmoney Browning,538580051,"Portland,  Oregon",2023-01-17 04:26:24,@coffee_anytime Make her laugh😉,0,Twitter Web App,
@GalleryChapel@mstdn.social ♿️,2891308121,"🌲Vancouver, Washington",2023-01-17 04:11:46,@cjones47 This is so untrue. Don’t eat within 7 hours of surgery. Scheduled at noon? Wake up at 4:00 have coffee and breakfast!,0,Twitter for iPhone,
Salsaknuckles,4746642493,"Vancouver, WA",2023-01-17 02:42:30,"@truemyracle2 You can be my secretary, bring me my coffee then I’ll take out to lunch to showcase you and watch all… https://t.co/h79DXXBmWk",0,Twitter for iPhone,
🌿shae,1593689093497491456,"Portland, OR",2023-01-17 02:31:36,I didn’t drink iced coffee today 😔,0,Twitter for iPhone,
Makkim,876980360143224832,"Portland, OR",2023-01-17 02:29:01,@Ciroc216 The receipt in question was likely from a coffee shop where you order and pickup your items at counter. M… https://t.co/SLuaYlgqQJ,0,Twitter Web App,
Eater Portland,77306553,"Portland, OR.",2023-01-17 02:00:16,RT @Eater: A new generation of specialty coffee brands isn't taking itself too seriously https://t.co/8d302QAK6e,0,SocialFlow,
Drake,14865775,"Portland, OR",2023-01-17 01:27:16,"so I kinda got hooked on Boss Coffee while traveling, and it's like $3.50 a can here, wtf

that's like 400% more ex… https://t.co/pccAEUoN0v",0,Twitter Web App,
you call this an abundance of tic-tacs?!,21547248,"Portland, OR",2023-01-17 01:06:19,"Same, but it’s a triple espresso on the way to the game because there’s no goddamn coffee at Moda https://t.co/4YSBhSuksL",0,Twitter for iPad,
Burk Jackson,14885741,"Portland, OR",2023-01-17 00:24:34,Seems like more of a question than a statement… @ Peet's Coffee https://t.co/0ihnY2jqQK,0,Instagram,"{'type': 'Point', 'coordinates': [-122.650635, 45.53517]}"
Nicho Who Writes Stuff,1017084025939226624,"Vancouver, WA",2023-01-17 00:21:48,@coffee_anytime Hypothetical 'would you if' questions. Either actually offer me money if I do something or go away.… https://t.co/OsV6TXRuHX,0,Twitter for Android,
Nicho Who Writes Stuff,1017084025939226624,"Vancouver, WA",2023-01-17 00:13:57,@coffee_anytime Tell her that you know how she feels and then launch into a long-winded story about this one time w… https://t.co/sZlSQNWHf7,0,Twitter for Android,
Dansvan,17981647,"Vancouver, WA",2023-01-16 23:50:37,@kimberlyrich32 @coffee_anytime Hawgsports Live! 😭😭😭,0,Twitter for Android,
carlen,1167819840,"Portland, OR",2023-01-16 23:47:37,somethin is wrong with me...I didn't finish my coffee today.,0,Twitter Web App,
TinamariaMorrerro,769968860166512640,"Portland, OR",2023-01-16 23:45:20,"@EVERYDAYDEALS ON 146TH S.E. Stark St has everything 3/$1 sodas fresh produce daily! $3 eggs ,Milk,cheese ,Coffee $… https://t.co/LUHqu1DR93",0,Twitter for Android,
vmber.pvige,22333452,East Vancouver ,2023-01-16 23:19:33,"Do other people have bucket list coffee shops? 
My list (in no order)
- Dose Coffee 
- Rad Coffee Co
- 27 Club Coffee",0,Twitter for iPhone,
Patrick McKee,318100941,"Portland, Oregon",2023-01-16 22:00:48,Coffee shop vibe https://t.co/9iht76Dm2Z,0,Twitter for iPhone,
SWAMP MEAT,1448084084,"Portland, OR",2023-01-16 21:43:48,"How do you feel if someone makes it very obvious they like you but they're not being weird about it, just flirting… https://t.co/OGD2QIrdB0",0,Twitter for Android,
JD,288382577,"Portland, OR",2023-01-16 21:33:08,@Franquillo @esaagar I’ll go to PR for the coffee.  But I am expecting disappointment,0,Twitter for iPhone,
Moccamaster USA,722491451662204929,"Portland, OR",2023-01-16 21:33:05,"Many of us make the common New Year’s Resolution to take steps to improve our health. If that’s your resolution, yo… https://t.co/Uhx4v4ghMl",0,Sprout Social,
JD,288382577,"Portland, OR",2023-01-16 21:30:58,"@esaagar Fuck coffee from Italy, Brazil, Turkey, and the rest of Europe.  Fuck coffee in Costa Rica.  I still want… https://t.co/aCWjBFDU4o",0,Twitter for iPhone,
JD,288382577,"Portland, OR",2023-01-16 21:28:09,"@esaagar @esaagar you have my undying support for your statements.   USA has the best tasting coffee, served in the… https://t.co/3gZKaIcP1F",0,Twitter for iPhone,
Rod Hillen,24944635,"Portland, OR",2023-01-16 21:17:21,@seandsweeney There's more than one place to get coffee in the US. Hope this helps.,0,Twitter for iPhone,
Bunny,1567037731368480768,"Portland, OR",2023-01-16 21:16:28,@coffee_anytime I kept this item after my mother died.. It brought back memories of the smell of coffee perking in… https://t.co/iimPDNjDpW,0,Twitter for iPhone,
🦁 Maiwand Lion,228450498,"Portland, OR",2023-01-16 21:03:10,When your coffee is just as upset as you about going to work. https://t.co/PT1ZtgZw89,0,Twitter for iPhone,
PDXCharlie,1162798731680288768,"Portland, OR",2023-01-16 21:01:39,"@Mayuri_Saxena Mayuri, I’m with you on the Netflix and meditation…but coffee??",0,Twitter for iPhone,
Kimberly Lakin 🐋she/ her,65613478,Portland OR,2023-01-16 20:53:39,"@MikeBennettArt Your coffee shop and art is amazing, have been a couple of times and will be back. Moved here 2 yea… https://t.co/kbf4bo7Bu0",0,Twitter Web App,
just an mph in pdx,1175860477273890816,"Portland, OR",2023-01-16 20:32:20,"Coffee Walk, 2023-01-16
Mt. Scott, Foster Road
Portland, OR https://t.co/XB9T8y4XPz",0,Micro.blog,
Coffee Nut Staff,164714226,Portland,2023-01-16 20:26:12,Coffee Nut News Weekly Digest is out! https://t.co/Rl9K6rRbs6 Stories via @Ovacik061 @EndTheOligarch @PireRosa1,0,Paper.li,
jackie daytona,1884370171,"Portland, OR",2023-01-16 20:23:18,if i ask you to go get a little coffee with me and you say no….i can’t help it i will literally feel so betrayed li… https://t.co/zYNKGe2xBu,0,Twitter for iPhone,
lorraine montgomery,566937948,PDX,2023-01-16 20:17:02,"Coffee is a must in the morning wether I'm rested or not , since I'm fasting only 1 1/2 cups a day",0,Twitter for Android,
Caitlin Henning,932291495456948224,"Lake Oswego, OR",2023-01-16 20:15:47,@DrawntWorks i would go to this coffee shop so fast 🏃🏻‍♀️🏃🏻‍♀️,0,Twitter for iPhone,
Matt Boydston 🙏🇺🇦🌻,2685672248,"Vancouver, WA.",2023-01-16 20:14:16,@hedyundolaf Cheers - still on coffee here but cocktail hour comes soon enough.,0,Twitter for iPhone,
Ed P,1105133205122740224,"Portland, OR",2023-01-16 20:04:24,@coffee_anytime Finding that body killed the vibe,0,Twitter for Android,
Eduardo,213343800,"Portland, OR",2023-01-16 19:46:39,Sitting in a coffee shop either makes you a really productive writer or a really unproductive people watcher.,0,Twitter for Android,
NorthFreshCoffee Roasters,2888289303,"Portland, OR",2023-01-16 19:46:26,Just posted a photo @ NorthFresh Coffee Roasters https://t.co/THv43PWyOw,0,Instagram,
Chrissy Stroop,1220645714,"Portland, OR",2023-01-16 19:22:55,"You can join our community Discord server, Chrissy Stroop's virtual Coffee House, at the link below. It's a great p… https://t.co/8BW73tYxcL",1,Twitter Web App,
My Fave Places + Podz,1382877074,"New York, NY",2023-01-16 19:22:50,"The Heathman is listed on the National Register of Historic Places. Nice bath toiletries, French press coffee, tea… https://t.co/6Qg1Y9bKwI",0,Twitter for iPhone,
@erikdewhurst@mastodon.social,84692450,"Portland, OR",2023-01-16 19:22:48,@marknerys Shoot. I might have to reach out to grab coffee before you leave.,0,Twitter Web App,
Christopher Walsh,53932566,"Portland, OR",2023-01-16 19:22:05,@merrickaftrdark I hope your coffee (or your stimulant of choice) is good!,0,Twitter for Android,
Christopher Kusek 🚩{VARIFYED},7192292,"Portland, Oregon",2023-01-16 19:20:51,@AlecRapop @H_Sandfort_ Identify how much of it is actually coffee. My wife will get coffee from Starbucks about 20… https://t.co/i2tMVslwc6,0,Twitter for iPhone,
Aria Ahrary 🇦🇫 🏝,131271607,"Portland, OR",2023-01-16 19:17:19,"How do you tell someone to not over explain things or stories or making it longer than it should be.  

Like 'I wen… https://t.co/KCKekrEWrR",0,Twitter Web App,
ace,1050235866470211585,"Portland, OR",2023-01-16 19:12:04,Anyways I’m making coffee and going to the forest. Who cares,0,Twitter for iPhone,
Christopher Walsh,53932566,"Portland, OR",2023-01-16 19:07:55,Proof of Space Monkey! (The tumbler is for coffee I'll get later.) https://t.co/c2CuGdJaNW,0,Twitter for Android,
Christopher Walsh,53932566,"Portland, OR",2023-01-16 19:06:08,"Anyway, I just said ""thank y'all"" to the staffers at Space Monkey Coffee, and they probably already forgot I'd said that.",0,Twitter for Android,
Amit Zinman,4774431558,"Portland, OR",2023-01-16 18:56:14,"@enobacon I still would look, even if it was just bikes on the road. I mean a bike is less likely to kill you, but… https://t.co/6GbKBcVY2m",0,Twitter Web App,
Sam the Sodammelier,247073825,"Portland, OR",2023-01-16 18:33:27,"dish washing pro-tip: if you've got a dish with serious grime on it, try dumping a little lemon juice and some coff… https://t.co/OBqB9vcNom",2,Twitter Web App,
1 bev kev,605173409,"Portland, OR",2023-01-16 18:16:47,$10 on a coffee that tastes like shit i love airports,0,Twitter for iPhone,
Cam ☕️ 🍺,1636370965,"Portland, OR",2023-01-16 18:14:43,I just want coffee lol,0,Twitter for iPhone,
Danielle Rico 🏳️‍🌈🏳️‍⚧️,1584215702634102786,"Portland, OR",2023-01-16 18:13:53,"@HRM_Kristin_I Morning hun, I just had my coffee",0,Twitter for iPhone,
The Whiskey Wash 🥃,1950227154,"Portland, Oregon",2023-01-16 18:12:56,"We review Templeton Rye Stout Cask Finish, a 95% rye, 5% malted barley mash bill whiskey that's aged six years in n… https://t.co/Ftfj1UkwbM",0,Nelio Content,
Stephen J. Weber,16427456,"Portland, OR",2023-01-16 18:01:24,It's 10AM. Do you know where your coffee is?,0,IFTTT,
peek,632599675,"Portland, OR",2023-01-16 17:57:13,@TheSlyWolfy I like my water like I like my coffee: soft,0,Twitter for iPhone,
Quizboy,1108923999298486272,"Portland, OR",2023-01-16 17:41:58,I think I like to have a donut with my coffee because it makes my coffee sweeter. I also think this makes me some k… https://t.co/6DblHLpohG,0,Twitter for iPhone,
BUDDHA BABY,26177826,"Portland, OR",2023-01-16 17:18:32,Portland is changing me into someone who reads three books at a time while drinking local drip coffee and I effing… https://t.co/Z3D2kp1zNG,1,Twitter for iPhone,
Makkim,876980360143224832,"Portland, OR",2023-01-16 17:12:01,@MadScientistFF The receipt suggests a coffee shop and not an actual venue where you sit and a server comes to take… https://t.co/XsH9CHQDRs,1,Twitter Web App,
Mike Bennett!,14075404,"Portland, OR",2023-01-16 17:04:03,"As I look back over the last 7 years, I see the faces of all the amazing people I’ve met, I feel the love of my bea… https://t.co/OKUWTCaZjk",0,Twitter for iPhone,
Latino Network,569716783,"Portland, Oregon",2023-01-16 17:00:35,Favela Brazillian Café is our #LatinoBusinessLunes Feature of the week! Check them out for a taste of traditional B… https://t.co/vnEZxszPNt,0,SocialPilot.co,
Karri Carlson,7576952,Portland OR,2023-01-16 16:49:07,@BluthCoEqLLC Is that heaven? I'm pretty sure it's heaven. If the coffee is good it's heaven. 😋,0,Twitter Web App,
katie dreke,5749372,"Portland, OR",2023-01-16 16:48:48,"Working w crypto client to spotlight everyday uses of crypto by regular folk (think social film vignettes).

Want t… https://t.co/8IDQReDjXk",0,Twitter Web App,
dean 🐞,1125621635225047040,pdx,2023-01-16 16:38:49,going to go drink coffee https://t.co/7j2ZNY8oob,0,Twitter for iPhone,
Morgan (currently annoyed),2902936435,"Portland, OR",2023-01-16 16:21:13,I drink coffee for energy but when I have insane coffee shits all my energy goes away and I’m still tired,0,Twitter for iPhone,
Roya Hellbender,1485589369,"Portland, Oregon",2023-01-16 16:18:32,Allister’s warming his butt next to my coffee. #cats https://t.co/Hkk9wkWpQd,1,Twitter for iPhone,
Tay Octo,841047621116420096,"Portland, OR",2023-01-16 16:06:40,| Coffee Sloot | Let's Shoot things | ENVTUBER | https://t.co/OoRgc2q3u9,0,Streamlabs Twitter,
Sustainable Harvest,17315051,"Portland, Oregon",2023-01-16 16:03:21,Last week coffee prices reached their lowest level in the past 20 months. Swipe to read some of the reasons why thi… https://t.co/upSxvy2Tmu,0,Twitter for iPhone,
Kevin,51230143,"Portland, OR ",2023-01-16 15:08:58,Troy Aikman is like “did he put some coke in that coffee?!” 😂 😂 #FirstTake https://t.co/JYKJFbDPhB,0,Twitter for iPhone,
The Myth 🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲,1442188479736078337,"Vancouver, WA",2023-01-16 14:53:52,@coffee_anytime Liver and onions!!!,0,Twitter for Android,
gαу∂єѕ 🫰👁️👄👁️,958985025004830720,"Portland, OR",2023-01-16 13:57:44,"@Draconicrose Japanese vending machine coffee is fucking divine, so the answer is that it absolutely doesn't have to be bad.",0,Twitter Web App,
Farnell Newton,112141704,"Portland, OR",2023-01-16 13:46:09,"Just give me the coffee and no one gets hurt! A present from @j.doejr53 🙌🏼🎶☕️ @ Portland, Oregon https://t.co/5qaj7ER3i9",0,Instagram,"{'type': 'Point', 'coordinates': [-122.678249, 45.518237]}"
Missingtmax,1572663083235155968,"Portland, OR, United States",2023-01-16 13:41:13,"1/9 - Introducing ""Missingtmax"", the world's first NFT Photo Coffee Table Book. Each photo is a unique, one-of-a-ki… https://t.co/h1DWvOGkEA",2,Twitter Web App,
Neven Mrgan,35293,"Portland, OR",2023-01-16 13:29:09,"@deandmx We had the lesson beaten into us pretty quickly several years ago when at the first place we stopped, a ga… https://t.co/YJF7dMAxeN",0,Twitter Web App,
more than a consequence,3824942425,"Portland, OR",2023-01-16 12:54:07,@BeccaLizz Graham crackers and milky coffee,0,Twitter Web App,
